	Run_0	Run_1	Run_2	Run_3	Run_4	Run_5	Run_6	Run_7	Run_8	Run_9	mean	sd	ub	lb	max
0	-3.9185095897866353	-1.2675912964159406	-1.686565929322952	-4.675489611397789	-3.546336630603422	-2.239019715786955	-4.914603333976969	-2.9436635475778257	-4.18789894745262	-3.243016796836445	-3.2622695399157555	1.1707278362273523	-2.091541703688403	-4.432997376143108	14.270151075128755
1	-3.425286240913687	-0.7985502216380967	0.37281400666407705	-4.09027088291053	-2.8852426838828564	-0.7890099113450837	-4.8428439773179415	-2.2267383324993935	-3.5742477260337733	-1.9675340079942296	-2.422690997787151	1.5668553862775927	-0.8558356115095582	-3.9895463840647434	16.07660056761995
2	-2.495622326936649	-0.5346479365054642	0.6571918739011686	-2.6337744538362458	-2.01672014125654	0.8675180423018324	-4.174102742059712	-1.0770634122027518	-3.433190334101914	-2.433981194913727	-1.7274392625610004	1.5860703481735348	-0.14136891438746568	-3.313509610734535	17.017662486697027
3	-1.989288028674732	0.41798940353532854	0.9372601044184293	-2.1189394467465044	-1.129560936115811	1.4033955721140368	-3.6994996976295926	-1.1084676269877636	-3.2316613197889645	-0.21589237361978503	-1.0734664349495358	1.6317999556028113	0.5583335206532756	-2.705266390552347	19.86466970707654
4	-1.0287244532625357	0.2759743326012478	1.6178899964714348	-1.9925784458499047	0.39991926400194694	1.5839576520975716	-3.2139021126211174	-0.7735543529121356	-3.097595062696855	0.3000276302958516	-0.5928585551874496	1.6579831787782542	1.0651246235908047	-2.2508417339657036	21.10291162117978
5	0.012795717286189934	1.2990030595594224	2.039856138835123	-1.6321409763685515	1.4386111460658089	1.5715406294039482	-1.9663853792922927	-0.865892735224612	-3.2839323951012602	1.289321905717956	-0.009722288911826782	1.7353348755907159	1.7256125866788892	-1.7450571645025426	20.868066232323606
6	0.8708080825153343	2.771990011163416	3.7940793837892053	-0.9920922808437278	1.8654797051955028	1.9805201558428258	-1.9281113237472245	-0.1331189087447305	-1.6053589322537563	2.461887668022374	0.9086083560939219	1.8799389906399087	2.7885473467338304	-0.9713306345459868	25.06772736876385
7	2.391827117669662	4.629798762778486	4.428395340997023	-0.07137370170654425	1.9607743096790218	4.1833520220886635	-1.6421973764261157	0.5710259580834596	-1.1429417094045755	3.2392981224160438	1.8547958846175123	2.203095465233072	4.057891349850584	-0.34829958061555955	25.741322814659043
8	3.381832038253704	5.909636983846155	5.413773029534271	0.5052295369998486	3.0290510084607476	5.412819440082935	-1.1140313056905924	2.5099362422391605	-1.7269300181776623	3.531312108989046	2.685262906453761	2.5551024683981485	5.24036537485191	0.13016043805561273	26.190231577607015
9	3.9679514362423465	6.948527327050303	5.956595394971169	1.0004063256685025	4.532836691039463	5.933033678573719	0.4059625002247964	2.807935063281731	-0.5878284498108552	4.905537439094801	3.5870957406335977	2.450359064074936	6.037454804708534	1.1367366765586615	28.31851424556757
10	4.980542754054488	6.575666155290332	6.211888733418608	1.2263296257980945	5.628066541013223	6.457849332943036	0.7310575617333995	2.9742559728253846	0.3874650637513918	6.505814665398374	4.1678936406226335	2.442511246371519	6.610404886994152	1.7253823942511146	29.139593682623467
11	5.365671691004533	6.486527205637294	6.482154203452441	1.652641638135276	8.387788094096367	7.081114149204455	1.3450601671839069	4.209269813724698	0.18503054533613075	7.21042099926684	4.840567850704194	2.7083714188941523	7.548939269598346	2.132196431810042	30.19852597246439
12	5.138428024935641	7.452153956366129	5.252222405271035	2.2184862391037004	8.87109383984958	7.3912825877714665	1.9646463870744657	4.964770353050614	1.7873884018145494	7.152744655551236	5.2193216850788415	2.412986359678652	7.632308044757494	2.8063353254001897	29.421178813162886
13	4.6778727361331764	8.383570629156	7.9486089674673845	2.2836455339330306	9.048075388203362	7.9904919282258735	3.956154219486402	5.012282895958302	1.5984990112289392	8.336546587616242	5.92357478974087	2.6118530202683825	8.535427810009253	3.311721769472488	29.813891087944647
14	5.859905490159961	9.52423784882594	7.799289779826382	3.332748737642626	9.65092186630775	6.635364649304872	3.9665929503288253	5.83305255179902	1.7006492717927197	7.474397208675342	6.177716035466343	2.4704153538862705	8.648131389352613	3.7073006815800724	30.781735603787865
15	7.275091199097011	9.698633476001634	8.086123149766383	4.45797535508957	11.715595203391734	8.59091738672286	4.018947353314461	5.756987490053423	2.346394950994004	7.980587590565008	6.99272531549961	2.6984537164418603	9.69117903194147	4.294271599057749	31.2017525158662
16	7.928290141626485	10.257380237744462	10.115764488749074	4.506793814784532	12.49680255009536	9.14142930769655	3.727792854147417	6.8678532747419165	2.8072253457357386	7.997501214819664	7.58468332301412	2.9677853062763218	10.552468629290441	4.616898016737799	31.73000221484665
17	8.888041683166847	10.333141715764684	11.205378174348915	4.874520232707783	11.791184695175527	9.783432650941082	3.965231751607016	7.292413702923185	2.4765837158155266	10.100122105152078	8.071005042760264	3.0899386896283927	11.160943732388656	4.9810663531318715	32.07010030266862
18	8.917921175859066	11.921365181430644	11.799900288179796	4.914222303193862	11.939172062223859	9.587972072277902	4.433643762986768	7.972571046473516	3.7292913767550084	10.317211782046522	8.553327105142696	3.024666016191124	11.577993121333819	5.528661088951572	32.41080773555577
19	9.417222843614878	11.897173987714003	12.85568493430878	6.669736193092351	12.066498913845741	9.600187960541906	5.498670738323589	8.295475291658693	4.426834438114747	11.244750623566917	9.19722359247816	2.77393597155394	11.9711595640321	6.423287620924221	34.42979865809969
20	10.17953832649049	12.924372896321273	13.47804660712103	7.388449210092132	12.784905512000826	10.441685073871126	5.221358429136861	8.364922310796489	5.712485769521732	11.322222520077847	9.78179866554298	2.8392923017950085	12.621090967337988	6.94250636374797	35.897932231005555
21	10.911424934079864	12.258573966754577	14.009072508496406	7.60639139679652	14.379926736210676	10.771827574490485	6.176145565623811	9.533981355357382	6.412725551792869	11.378146827689624	10.343821641729221	2.7556865181196195	13.09950815984884	7.588135123609602	36.96046501118667
22	11.512826069132652	12.10500813273621	14.449342095044553	7.961862647126891	14.068369325399512	12.848027236732895	5.707529392176572	9.469717258160038	7.517995516300423	11.352163130699815	10.699284080350955	2.7773809939472893	13.476665074298245	7.921903086403665	36.96046501118667
23	12.485832865944962	12.203161358486991	14.507304063896726	8.415783186009488	14.6306116988112	12.63599029810821	5.955309379256175	10.223495358407957	7.019623767505973	11.296266247308184	10.937337822373587	2.836128109506841	13.773465931880429	8.101209712866746	36.00236476419659
