	Run_0	Run_1	Run_2	Run_3	Run_4	Run_5	Run_6	Run_7	Run_8	Run_9	mean	sd	ub	lb	max
0	-4.137815668060744	-4.017852130507855	-3.8046626479292796	-5.748798305007087	-5.658250628249613	-2.648039222730987	-5.175348353855011	-4.37745798152687	-3.7267088347366406	-4.649402312872559	-4.394433608547664	0.9032113888334427	-3.4912222197142215	-5.297644997381107	9.670907213143542
1	-5.74150910772836	-5.603454895409915	-3.196477674692726	-5.136941831670691	-4.068413374893255	-3.329776000390724	-3.069005171600179	-5.777402183953078	-3.609200362099727	-4.641769029470529	-4.417394963190918	1.0413646438461763	-3.376030319344742	-5.458759607037094	8.729509994241553
2	-5.2027167772258744	-3.127077832600984	-3.70459696363069	-2.8119599210381114	-4.660970374205571	-0.7309817398035611	-3.7194795926629642	-3.953525657618992	-2.740594068766279	-4.243030954381841	-3.4894933881934866	1.1811195562521781	-2.3083738319413083	-4.670612944445665	12.71202705013759
3	-3.969593607443483	-3.3505577395478117	-3.655954173863749	-2.764216490202046	-4.65757787633794	-3.290454851393628	-4.457369168542469	-3.9072586946271732	-5.28374303081014	-3.1274549588133227	-3.8464180591581774	0.7345294814968941	-3.1118885776612832	-4.580947540655071	13.42932164562907
4	-4.860169700846265	-1.1376296003612834	-4.752581103907706	-3.6968072406006933	-3.7014566438477714	-1.0403179540460796	-5.514768480576745	-2.512229777977643	-3.5032479748574135	-4.216494742220685	-3.4935703219242287	1.437953840627577	-2.055616481296652	-4.931524162551805	13.457699806366131
5	-4.797539784418245	-2.985713845398938	-5.139818540048997	-3.896093862954578	-3.2732289889638495	-3.060411979587079	-4.864591899547267	-1.6629429600826866	-3.834959079169816	-5.002289494707494	-3.8517590434878954	1.0680484229073834	-2.783710620580512	-4.919807466395278	14.201370426124512
6	-4.654703739036933	-0.19497550867928956	-5.235542529797218	-4.560275544981891	-4.599130783052539	-3.559949473244146	-3.9380193426532286	-2.933452557915234	-3.7908397935411267	-4.5368099660467625	-3.8003699238948365	1.355532399570711	-2.4448375243241256	-5.155902323465547	15.254132574264043
7	-4.316482738362896	-1.430742641062831	-4.6044891988376815	-3.6278578354231277	-5.373086874899142	-3.4835376268085154	-5.63833434738114	-3.304920492027573	-4.099059677720868	-4.6986008592681445	-4.057711229179192	1.1396959115502403	-2.918015317628952	-5.197407140729433	9.549651545915118
8	-5.688394503033627	-1.9885159967576445	-4.089228048344359	-3.1386273082758147	-4.719628186618178	-4.206343913220798	-4.423154316657267	-4.2284368340091065	-4.486805298494212	-5.06948260003167	-4.203861700544268	0.9697180236076118	-3.234143676936656	-5.17357972415188	15.02475005592286
9	-5.5583646178902955	-2.752932194386631	-4.428026799858123	-3.141029319457268	-3.4446952626246445	-3.5840748320996374	-3.999594945506172	-4.705986816804408	-4.077456359863299	-2.8941000442884235	-3.85862611927789	0.8314829565274088	-3.0271431627504812	-4.690109075805299	12.80832707577223
10	-5.764441778464974	-2.0760214076880623	-6.063013118545775	-3.1288334480397655	-2.7150848593914443	-2.99295308536344	-3.547958502397026	-3.963718561040543	-4.037764488672433	-4.12047396582114	-3.8410263215424605	1.2026605836913378	-2.6383657378511227	-5.043686905233798	15.38181266348219
11	-4.287947098522058	-2.2565199670917355	-4.303117726704641	-3.4145346144542743	-3.983514263882512	-2.7574171516223003	-6.003112073238779	-4.075157227679105	-3.513729131965479	-3.611753961711376	-3.820680321687226	0.9584005219667247	-2.8622797997205014	-4.779080843653951	14.779639293969234
12	-4.809336567716643	-2.8226370786290276	-5.281371751640385	-5.19520412972008	-3.5066345310341327	-4.715968244046888	-6.306856238551603	-3.663447712869567	-4.426447634075948	-4.166464562298806	-4.489436845058309	0.9548084911612958	-3.534628353897013	-5.444245336219605	11.441422902105538
13	-5.116335393666428	-2.8410988791193144	-4.4798865997335895	-3.5377841852323964	-4.725785184812454	-5.440825030906291	-5.822613924125693	-4.411660498451989	-4.274818746231421	-4.481994870326255	-4.513280331260583	0.8246572213622632	-3.6886231098983204	-5.337937552622846	7.355538531269784
14	-5.39082440355626	-1.690836451153621	-5.43934440317223	-4.488611279099991	-4.175886442399616	-5.089778343768296	-4.8546235180026995	-3.3390921687651556	-4.675994252103126	-4.214316191441017	-4.335930745346201	1.064763847528376	-3.271166897817825	-5.4006945928745775	9.514584509869731
15	-5.689424229957882	-0.6470093418066292	-5.087050277524284	-3.749940495184087	-3.417387388721983	-4.566585946252325	-5.978324150559557	-4.316266436328099	-4.635032782358607	-6.120307581485784	-4.420732863017923	1.52131410602165	-2.899418756996273	-5.942046969039573	9.690937248117681
16	-4.3782802769726725	-0.026475542529104126	-2.1793792437472232	-4.476126021782429	-4.540842097173276	-4.750089639847435	-5.6557414689863155	-4.8631780933077575	-3.7643292513941224	-5.235300757441507	-3.9869742393181844	1.5935765228636474	-2.393397716454537	-5.580550762181832	12.013618971283814
17	-5.109955382756381	-2.85426411848848	-4.050453408046253	-3.686580674496361	-4.719185797076835	-3.358450890383929	-5.872860372663252	-3.5600434524355857	-3.222768261024183	-2.071918801059645	-3.8506481158430907	1.066489405697276	-2.7841587101458147	-4.917137521540367	10.860968099119162
18	-4.4325659949690985	-1.6610378752957862	-2.2462963563277865	-3.34652997972488	-5.1222317725089725	-4.6665712002274695	-5.211256049960088	-2.7802928147920123	-4.716617424587125	-1.0730715361531282	-3.525647100454635	1.4369846513819897	-2.088662449072645	-4.962631751836625	13.055468144097551
19	-5.026049944886241	-2.9138282864032656	-2.9856661435265113	-3.9126468318384098	-4.219693976326722	-5.2146975870456345	-5.432755961652829	-4.875178531260945	-3.68054893843387	-2.866066307949635	-4.112713250932407	0.9419313051906	-3.1707819457418065	-5.054644556123007	10.121018255707336
20	-3.9198254708786338	-0.6457211552971799	-5.03308757615456	-3.904267754737353	-4.9107380202825945	-5.722211835176436	-5.691165194074278	-4.947125083413466	-2.4620060352194675	-2.6630478818520062	-3.9899196007085984	1.5504335641181455	-2.439486036590453	-5.540353164826744	9.595903967982494
21	-5.940389290394895	-2.833318527010357	-3.7080981059359726	-3.6199118328630564	-4.873401939777425	-5.809357319093488	-4.670545878850721	-4.115055866411073	-2.377363474912237	-3.542954519149477	-4.1490396754398695	1.1169205920036647	-3.032119083436205	-5.265960267443534	11.573588726353266
22	-5.719809639871773	-1.1869526770146146	-4.689416572326374	-4.209766258207777	-4.011925280927817	-5.258534314976114	-5.65046255825528	-5.463971663980453	-2.9556767752460877	-2.7918097115151688	-4.193832545232146	1.4147859297613712	-2.779046615470775	-5.608618474993517	10.32644435551257
23	-4.249421183727348	-2.3441465665097354	-3.2662015337962034	-4.938957845305055	-3.8223723401775347	-5.959058498411098	-4.076744951273165	-4.88914872340688	-3.6732918094828846	-3.3241355663437884	-4.054347901843369	0.9707777603578377	-3.083570141485531	-5.025125662201207	14.319982406862021
24	-3.573088263762894	-0.13815560527723267	-1.7744499351199179	-4.754444973183248	-4.807912365904256	-5.21689015340061	-4.955592554462654	-4.031932843459956	-4.069921120715629	-1.2905326337287988	-3.46129204490152	1.6766071902698314	-1.7846848546316887	-5.137899235171352	17.874445257234907
25	-4.619260495309747	-2.9244954804854135	-2.6880272214833973	-4.696793291807319	-3.8663966359342172	-5.402387022319	-5.093695562867917	-5.55177792772181	-1.6426517909251148	-1.1106039383878388	-3.7596089367241774	1.505441213822163	-2.2541677229020145	-5.26505015054634	10.507443943261794
26	-3.3246945044563914	-2.6748631933781892	-1.3795109204866933	-3.622436150958436	-5.180437637856828	-3.7439944292296445	-4.902269741933968	-3.3586886583655957	-3.3303539583375152	-2.08635201188317	-3.360360120688643	1.0920150195516156	-2.2683451011370277	-4.4523751402402585	19.00743344677777
27	-2.717487383311533	-3.260635192559939	-1.2015807750829393	-4.630978578620741	-3.771948263424384	-5.291295791371703	-5.7547558606687925	-0.9907703350723092	-3.566061489199508	-1.6508761854739595	-3.2836389854785812	1.5763826018317668	-1.7072563836468144	-4.860021587310348	19.331790702206426
28	-3.3411505356112854	-2.595993224193814	-2.246778545245518	-3.324908421483821	-4.197085867039019	-3.6664830854997628	-5.725281092176534	-4.488453330399039	-3.823441585152833	-4.193088967300812	-3.7602664654102442	0.9377549879020409	-2.822511477508203	-4.698021453312285	14.327866630212446
29	-3.574491276756726	-2.818651755289039	-4.598026940075781	-4.63626289424708	-3.875049457337033	-3.9462915899684705	-4.762965303820725	-3.710843144338128	-3.5674275793716936	-3.0152943422569343	-3.850530428346161	0.6290219087516646	-3.2215085195944964	-4.479552337097826	15.486923740927178
30	-1.648914186605268	-1.5145862665733314	-2.8539013341086212	-5.081822167973615	-4.03888779923626	-6.1524872910843635	-4.343851010486784	-1.9901203601915647	-2.0112234294616336	-3.47140955395805	-3.3107203399679492	1.498829756052954	-1.8118905839149952	-4.809550096020903	16.68766688935212
31	-1.9050675781911415	-3.9020250317471525	-2.4361975212580798	-4.832158889571649	-3.14357739689414	-3.989629302424199	-4.818687401433149	-3.201783506651445	-3.511141511618757	-3.7418967899404274	-3.548216492973014	0.8855388151204804	-2.6626776778525336	-4.433755308093494	17.00096895249142
32	-1.2561869075682817	-4.203999340008638	-1.9164529232185612	-5.261894462775976	-2.4779926609130736	-5.674522672227707	-4.158997551071612	-3.9050117802234054	-3.3455116325138183	-2.447444126918702	-3.4648014057439775	1.3650244314931776	-2.0997769742508	-4.829825837237156	17.36902293072891
33	-2.7623847474702115	-3.3709286710013613	-2.8868431345041587	-3.376427415934059	-2.049938214182045	-5.641505051187053	-5.2926405557047405	-4.159021861638809	-3.0705247670556717	-3.1362727083241544	-3.5746487127002267	1.074689836759444	-2.4999588759407825	-4.649338549459671	14.293390136069808
34	-2.913747778542667	-1.7508893213028187	-1.6276275806366225	-3.523798348479912	-4.900988615343588	-4.897828696112058	-5.31888975717963	-3.7611898431276956	-3.6125742167380794	-4.90583636577521	-3.721337052323828	1.253070103900742	-2.468266948423086	-4.97440715622457	13.161686854399823
35	-3.9600776577576164	-2.883042755716943	-3.315790581161503	-4.140683424348486	-3.934992133321264	-5.64926319856764	-5.324782061839342	-3.4385887773032398	-1.2387401123791528	-3.7820519058772795	-3.766801260827247	1.1687552286984262	-2.5980460321288206	-4.935556489525673	15.155424507085746
36	-0.9560493616105141	-1.668091383831978	-2.658673614565425	-4.090686501489005	-4.7159221373048545	-4.76731088747404	-5.490997402209218	-2.52494377081029	-2.347955408398411	-4.593113385180948	-3.381374385287468	1.4582539814054123	-1.9231204038820555	-4.83962836669288	18.72944013374005
37	-3.3824107790394273	-4.409246794058119	-3.3896955028064815	-5.1239894041580785	-4.4078439121279	-5.16253146333222	-5.054951126905869	-0.3783872833851979	-4.849213388989514	-5.449186515983774	-4.160745617078659	1.4315883890804373	-2.7291572279982215	-5.592334006159096	11.592946570310549
38	-1.5703959443297093	-3.9079685631922607	-3.9940748334764904	-5.352714483930645	-3.0420840340053226	-5.035408074006379	-4.895132373001876	-3.201460184730728	-5.316234954875567	-4.115566585051046	-4.043104003060003	1.1356570105421158	-2.9074469925178876	-5.178761013602119	13.288611827798277
39	-0.871316455101136	-3.6670254828941977	-1.207235075009207	-4.94050459315161	-3.4500829366441645	-5.977555335298763	-4.46637096051755	-2.8833936046768316	-5.465114618642973	-3.9535681833967344	-3.688216724533317	1.594919804113584	-2.093296920419733	-5.283136528646901	12.460335654430684
40	-2.40507014777351	-2.7181843656554263	-1.8450816631960867	-4.849795070606896	-3.0171350335046716	-4.817436115927119	-4.654303553569633	-4.823389864547719	-5.0014343429906205	-3.6626397239788986	-3.779446988175058	1.1368039847943057	-2.642643003380752	-4.9162509729693635	12.31492072488354
41	-3.1132465558092597	-5.083254366993819	-3.935354481390872	-5.437579148718072	-4.044506213874968	-5.278309320322984	-3.0871811518583248	-3.896900463489627	-4.658535856338593	-4.046642806806089	-4.258151036560261	0.7924603006137888	-3.4656907359464726	-5.05061133717405	15.88360070865657
42	-1.6862243773930439	-4.884197548887187	-3.1536884738869273	-5.225936321163934	-3.7978469226487155	-5.62325831959186	-4.458047232904388	-3.387430361171783	-5.38290247449492	-4.156713548602693	-4.175624558074546	1.1508234793004715	-3.0248010787740744	-5.326448037375017	11.942721581554313
43	-0.734213069121867	-4.996409699627021	-3.20986864886625	-4.953008481587782	-4.349526953423109	-5.273597752015495	-4.571912665679453	-3.3706212116249796	-5.082216659665589	-4.3270865353804595	-4.086846167699201	1.2984955640510147	-2.788350603648186	-5.3853417317502155	15.684931770925186
44	0.06564154381445432	-5.317948550130085	-3.7514838044524583	-4.9381720015247055	-5.152059244433278	-5.917315562637935	-3.7553263828014876	-2.625750610508142	-4.155557658020638	-3.3590846508618255	-3.89070569215561	1.6271337004936546	-2.263571991661955	-5.517839392649265	17.186528118463535
45	-1.904439481596854	-4.680477623153674	-3.5252812410710828	-4.052699566647697	-4.555172681371837	-5.683372450690651	-4.821663566678973	-2.613953504309933	-4.270319834237489	-2.564838463246537	-3.8672218413004726	1.13036433508393	-2.7368575062165426	-4.997586176384402	14.980541807014655
46	-0.7696528632985947	-2.62325427896197	-5.2581483886082605	-4.275771487678321	-2.88894909834449	-5.8483868237608885	-4.475383961693138	-2.9045127219980165	-3.5266445314636976	-2.0166832433224435	-3.4587387399129823	1.4592663282961187	-1.9994724116168636	-4.918005068209101	15.216591830566259
47	-3.9752685500149085	-4.684361963577953	-5.086032066862667	-3.5962352242312217	-3.7174925980222495	-6.063333083829078	-4.166509965394452	-3.585391436780215	-4.27795766363019	-3.33751557892973	-4.249009813127267	0.7902101912198878	-3.458799621907379	-5.039220004347155	11.902693512776526
48	-2.9831860167294613	-2.3976532634991363	-4.597984656843461	-3.9116767335334526	-2.321322402151704	-5.301484423909742	-4.58889636972951	-4.208852403329256	-4.349209494592786	-2.6236451799092615	-3.728391094422777	1.0073547895173565	-2.7210363049054207	-4.735745883940133	17.493019335494438
49	-2.905068713246403	-1.2525585186661468	-4.694799247416269	-3.4914165546541285	-1.502976663555071	-5.419290038045405	-3.9240251904965335	-3.5901126785562667	-4.2667225488866745	-4.935365783066558	-3.5982335936589456	1.3131599098181115	-2.2850736838408343	-4.911393503477057	15.567316800213984
50	-3.581065794521848	-1.8332086465092696	-5.508959962058638	-3.1731262303693435	-1.5282705280029218	-5.549685230391568	-4.944169455825079	-3.0137248602193267	-3.823008753046435	-3.4133647963788953	-3.6368584257323326	1.3138906072723828	-2.32296781845995	-4.9507490330047155	15.784475708609966
51	-2.714729329885616	-3.267350870405358	-4.642066634674106	-3.4048470000185933	-2.819496866530668	-5.025746650438288	-4.466901420913772	-4.4768114762641655	-4.024202120429505	-4.209678494215739	-3.905183086377581	0.7616357660684343	-3.143547320309147	-4.666818852446015	12.475515171520836
52	0.20477317267918835	-1.4169507867646456	-3.66947841748065	-3.8478685822240184	-2.8729874927231056	-5.221212514122097	-5.104535085877343	-4.088731420221766	-4.097492067379083	-2.9226743154554957	-3.3037157509569015	1.5746763207931223	-1.7290394301637793	-4.8783920717500235	12.618218667205207
53	0.5352033324977846	-2.4625503655013055	-4.115323557391967	-3.954555211630103	-2.7300553572981086	-5.267284851293039	-4.227936902779776	-5.116558743007912	-4.668909970177272	-3.22094336108537	-3.522891498766706	1.6199586081387305	-1.9029328906279757	-5.142850106905437	12.933823503284838
54	-2.0305733219212323	-2.3876727897461003	-4.824595699279454	-5.075606018141941	-3.084367533163412	-3.6103997744159004	-4.021174995478655	-5.183444008525862	-3.273733808921626	-3.4884662404816233	-3.6980034190075806	1.028756342228612	-2.6692470767789684	-4.726759761236193	14.220444136396242
55	-4.553530266584878	-2.7211409369721853	-4.779535466892787	-4.44389637738981	-1.610678010943056	-3.4479054855874636	-4.353789591366299	-4.677470876862631	-2.737054903844691	-4.1750489824096375	-3.750005089885343	1.0171084255192315	-2.7328966643661117	-4.767113515404574	9.110114302378914
56	-2.8579263072738685	-2.877752004375815	-4.717416666523332	-2.972710755179265	-0.8348752094467192	-4.800780691534245	-4.451667004652195	-4.4789436125211735	-2.7600547310619215	-3.650705500745544	-3.440283248331408	1.1727352628872245	-2.2675479854441836	-4.613018511218632	14.00435169127059
57	-2.934589772196591	-3.7635757604327433	-5.055105630449386	-2.6581982817155443	-2.09749735674036	-4.324941437099307	-4.093912618346745	-2.539202578871934	-2.1206850821168377	-3.1909010318993998	-3.2778609549868847	0.9457348859595127	-2.332126069027372	-4.223595840946397	15.932382845686053
58	-5.512586497173699	-3.6188553586802517	-5.405757379947444	-3.123511433209565	-1.8132447504904186	-3.460246250666532	-3.5430579739364765	-1.9645438217675244	-3.0318120313970685	-3.945884972734935	-3.541950047000392	1.1595216449980135	-2.3824284020023785	-4.701471691998405	13.552607874000419
59	-3.207785983162357	-3.2333196565836184	-4.59828058833994	-0.2971668053538501	-2.7128742381001043	-1.5634103306019433	-4.331743144538936	-3.6287785860613258	-3.6431936740281143	-3.8037635583907115	-3.1020316565160906	1.2340252817332584	-1.8680063747828322	-4.3360569382493495	16.494829408224412
60	-2.8198395635970033	-2.859614405934312	-4.372782996429461	-1.7763093418187146	-2.233890328737422	-1.640029923489006	-3.9637815870379436	-2.8737194546114804	-4.060403465451457	-4.634960820882664	-3.1235331887989464	1.0227575543182694	-2.100775634480677	-4.146290743117216	16.70644875849384
61	-1.635284032166413	-2.4126322031048195	-3.9078862043415743	-1.1622068409448247	-2.4166398109814224	-0.24229988789290366	-3.2318371210582466	-2.2515379526965162	-3.8897298556392665	-3.326563603375536	-2.4476617512201524	1.1320707643521402	-1.3155909868680122	-3.5797325155722923	18.42106091546303
62	-0.9497844354005075	-3.0240694140468563	-4.01298147561095	-0.06210450629695388	-2.1567876920235514	-0.6664644031378073	-3.663221714172804	-2.7488156565773143	-4.21104603826443	-3.4485436863253156	-2.494381902185649	1.4011425313475923	-1.0932393708380568	-3.8955244335332413	21.695311529097985
63	-0.19633798368911098	-2.8490268586777265	-3.8587391045543002	-1.54343304229967	-2.8558082432954963	-1.0541895466077105	-2.3369673529337214	-1.8139289596632449	-4.733536399778275	-2.0298379146010492	-2.3271805406100303	1.2575843034189595	-1.0695962371910708	-3.5847648440289896	19.707500686018395
64	0.8285286333756995	0.16771786593164784	-3.9642119675677154	-1.976089393734261	-2.290356124714019	-1.3604935147657617	-3.2190188528440435	-1.6518737707312168	-4.08029575664529	-0.2715398222384786	-1.7817632703933437	1.5967993526230244	-0.18496391777031929	-3.378562623016368	21.773470552086025
65	1.3789516141522067	-0.543367606294417	-4.518433599016476	-1.5126668568720447	-1.0153970875752398	-0.9566329488701563	-3.8619937409414784	-1.9297598606326127	-2.27614161896112	-0.8226372986394187	-1.6058079003650758	1.598676590288801	-0.007131310076274877	-3.2044844906538765	23.104894476128248
66	2.429842857550425	-0.7589450116446851	-3.7886999707197306	-1.6379288930401927	-1.6304843973223808	-2.074645785470581	-4.1647562170993115	-0.9676562618255136	-4.262781480628798	-1.1245964546401201	-1.7980651614840888	1.8938590167124303	0.0957938552283415	-3.691924178196519	21.881027225274355
